"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"3482",2664,"PM15sub50RHrangeFailQM","Quality metric that summarizes the failed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3483",2665,"PM15sub50RHrangePassQM","Quality metric that summarizes the passed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3484",2666,"PM15sub50RHrangeNAQM","Quality metric that summarizes when the range test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3485",2667,"PM15sub50RHpersistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3486",2668,"PM15sub50RHpersistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3487",2669,"PM15sub50RHpersistenceNAQM","Quality metric that summarizes when the persistence test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3488",2670,"PM15sub50RHstepFailQM","Quality metric that summarizes the failed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3489",2671,"PM15sub50RHstepPassQM","Quality metric that summarizes the passed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3490",2672,"PM15sub50RHstepNAQM","Quality metric that summarizes when the step test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3491",2673,"PM15sub50RHnullFailQM","Quality metric that summarizes the failed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3492",2674,"PM15sub50RHnullPassQM","Quality metric that summarizes the passed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3493",2675,"PM15sub50RHnullNAQM","Quality metric that summarizes when the null test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3494",2676,"PM15sub50RHgapFailQM","Quality metric that summarizes the failed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3495",2677,"PM15sub50RHgapPassQM","Quality metric that summarizes the passed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3496",2678,"PM15sub50RHgapNAQM","Quality metric that summarizes when the gap test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3497",2679,"PM15sub50RHspikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3498",2680,"PM15sub50RHspikePassQM","Quality metric that summarizes the passed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3499",2681,"PM15sub50RHspikeNAQM","Quality metric that summarizes when the spike test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3500",2682,"PM15sub50RHconsistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3501",2683,"PM15sub50RHconsistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for PM15 at RH <50% over the averaging period, as a percent","percent","real",NA
"3502",2684,"PM15sub50RHconsistencyNAQM","Quality metric that summarizes when the consistency test for PM15 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3503",2685,"PM15sub50RHalphaQM","Quality metric detailing the outcomes of the alpha quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3504",2686,"PM15sub50RHbetaQM","Quality metric detailing the outcomes of the beta quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3505",2687,"PM15sub50RHfinalQF","Quality flag indicating whether the PM15 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3506",2688,"PM10sub50RHMedian","Median of particulate matter 10 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3507",2689,"PM10sub50RHMinimum","Minimum particulate matter 10 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3508",2690,"PM10sub50RHMaximum","Maximum particulate matter 10 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3509",2691,"PM10sub50RHNumPts","Number of points used to calculate the Median of particulate matter 10 measured at <50% relative humidity","number","real",NA
"3510",2692,"PM10sub50RHMAD","Median Absolute Deviation (from the median) for particulate matter 10 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3511",2693,"PM10sub50RHrangeQAQCRpt","Quality assurance and quality control report for the range test for PM10 at RH <50%, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3512",2694,"PM10sub50RHpersistenceQAQCRpt","Quality assurance and quality control report for the persistence test for PM10 at RH <50%, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3513",2695,"PM10sub50RHstepQAQCRpt","Quality assurance and quality control report for the step test for PM10 at RH <50%, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3514",2696,"PM10sub50RHnullQAQCRpt","Quality assurance and quality control report for the null test for PM10 at RH <50%, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3515",2697,"PM10sub50RHgapQAQCRpt","Quality assurance and quality control report for the gap test for PM10 at RH <50%, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3516",2698,"PM10sub50RHconsistencyQAQCRpt","Quality assurance and quality control report for the consistency test for PM10 at RH <50%, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3517",2699,"PM10sub50RHspikeQAQCRpt","Quality assurance and quality control report for the spike test for PM10 at RH <50%, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3518",2700,"PM10sub50RHalphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for PM10 at RH <50%, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3519",2701,"PM10sub50RHbetaQAQCRpt","Quality assurance and quality control report for the beta quality flag for PM10 at RH <50%, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3520",2702,"PM10sub50RHrangeFailQM","Quality metric that summarizes the failed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3521",2703,"PM10sub50RHrangePassQM","Quality metric that summarizes the passed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3522",2704,"PM10sub50RHrangeNAQM","Quality metric that summarizes when the range test for PM10 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3523",2705,"PM10sub50RHpersistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3524",2706,"PM10sub50RHpersistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3525",2707,"PM10sub50RHpersistenceNAQM","Quality metric that summarizes when the persistence test for PM10 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3526",2708,"PM10sub50RHstepFailQM","Quality metric that summarizes the failed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3527",2709,"PM10sub50RHstepPassQM","Quality metric that summarizes the passed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3528",2710,"PM10sub50RHstepNAQM","Quality metric that summarizes when the step test for PM10 at RH <50% could not be run over the averaging period, as a percent","percent","real",NA
"3529",2711,"PM10sub50RHnullFailQM","Quality metric that summarizes the failed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
"3530",2712,"PM10sub50RHnullPassQM","Quality metric that summarizes the passed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent","percent","real",NA
