"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"4876",4056,"dewTempFinalQFSciRvw","Dew or frost point temperature quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4877",4057,"PM10sub50RHfinalQFSciRvw","PM10 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4878",4058,"PM15sub50RHfinalQFSciRvw","PM15 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4879",4059,"PM1finalQFSciRvw","Particulate matter 1 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4880",4060,"PM1sub50RHfinalQFSciRvw","PM1 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4881",4061,"PM2.5finalQFSciRvw","Particulate matter 2.5 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4882",4062,"PM2.5sub50RHfinalQFSciRvw","PM2.5 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4883",4063,"PM4finalQFSciRvw","Particulate matter 4 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4884",4064,"PM4sub50RHfinalQFSciRvw","PM4 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4885",4065,"RHFinalQFSciRvw","Relative humidity quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4886",4066,"tempRHFinalQFSciRvw","Temperature measures by RH sensor quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4887",4067,"dewTempValidCalFailQM","Dew or frost point temperature quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4888",4068,"dewTempValidCalNAQM","Dew or frost point temperature quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4889",4069,"dewTempValidCalPassQM","Dew or frost point temperature quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4890",4070,"dewTempValidCalQAQCRpt","Dew or frost point temperature QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4891",4071,"bareGround","Percent of the sampling area from which sample was collected that is bare ground","percent","unsigned integer",NA
"4892",4072,"coreDiameter","Diameter of the core sample","centimeter","real",NA
"4893",4073,"coreID","Identifier for the soil sample within the clipID","NA","string",NA
"4894",4074,"dilutionSampleCode","Barcode of a dilution sample","NA","string",NA
"4895",4075,"dilutionSampleFate","Fate of a dilution sample","NA","string",NA
"4896",4076,"dilutionSampleID","Identifier for a dilution sample","NA","string",NA
"4897",4077,"dilutionSubsampleCode","Barcode of a dilution subsample","NA","string",NA
"4898",4078,"dilutionSubsampleFate","Fate of a dilution subsample","NA","string",NA
"4899",4079,"dilutionSubsampleID","Identifier for a dilution subsample","NA","string",NA
"4900",4080,"dilutionSubsampleVolume","Volume of subsample sorted for root fragments and organic material","milliliter","real",NA
"4901",4081,"monolithLength","Length of the monolith sample top surface","centimeter","real",NA
"4902",4082,"monolithWidth","Width of the monolith sample top surface","centimeter","real",NA
"4903",4083,"pooledSampleMass","Mass of pooled sample","gram","real",NA
"4904",4084,"poolSampleCode","Barcode of a pooled sample","NA","string",NA
"4905",4085,"poolSampleFate","Fate of a pooled sample","NA","string",NA
"4906",4086,"poolSampleID","Identifier for a pooled sample","NA","string",NA
"4907",4087,"rootSampleArea","Area of soil sample, calculated from coreDiameter or monolith dimensions","squareCentimeter","real",NA
"4908",4088,"rootSampleDepth","Depth to which soil sample was collected","centimeter","real",NA
"4909",4089,"rootSamplingMethod","Method by which soil sample was collected","NA","string",NA
"4910",4090,"rootSamplingPossible","Indicator of whether collection of a soil sample was possible","NA","string",NA
"4911",4091,"somDryMass","Oven-dried mass of soil organic material sample or subsample","gram","real",NA
"4912",4092,"subsampleCodeList","List of subsample barcodes","NA","string",NA
"4913",4093,"subsampleFateList","List of subsample fates","NA","string",NA
"4914",4094,"wst10cmDist","Distance to nearest woody stem >= 10 cm diameter at breast height","meter","real",NA
"4915",4095,"wst1cmDist","Distance to nearest woody stem with diameter at breast height < 10 cm and >= 1 cm","meter","real",NA
"4916",4096,"VSICFinalQFSciRvw","Volumetric soil ion content quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4917",4097,"VSICValidCalFailQM","Volumetric soil ion content quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4918",4098,"VSICValidCalNAQM","Volumetric soil ion content quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4919",4099,"VSICValidCalPassQM","Volumetric soil ion content quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4920",4100,"VSICValidCalQAQCRpt","Volumetric soil ion content QAQC report for the valid calibration check, which indicates whether the normalization cal is within the valid date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run)) and NEON.DOC.000007","NA","string",NA
"4921",4101,"VSWCFinalQFSciRvw","Volumetric soil water content quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4922",4102,"VSWCValidCalFailQM","Volumetric soil water content quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4923",4103,"VSWCValidCalNAQM","Volumetric soil water content quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4924",4104,"VSWCValidCalPassQM","Volumetric soil water content quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4925",4105,"VSWCValidCalQAQCRpt","Volumetric soil water content QAQC report for the valid calibration check, which indicates whether the normalization cal is within the valid date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run)) and NEON.DOC.000007","NA","string",NA
"4926",4106,"RHValidCalFailQM","Relative humidity quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4927",4107,"RHValidCalNAQM","Relative humidity quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4928",4108,"RHValidCalPassQM","Relative humidity quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4929",4109,"RHValidCalQAQCRpt","Relative humidity QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4930",4110,"tempRHValidCalFailQM","Temperature measures by RH sensor quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4931",4111,"tempRHValidCalNAQM","Temperature measures by RH sensor quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4932",4112,"tempRHValidCalPassQM","Temperature measures by RH sensor quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4933",4113,"tempRHValidCalQAQCRpt","Temperature measures by RH sensor QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4934",4114,"sWatElevFinalQFSciRvw","Suface water elevation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4935",4115,"gWatElevFinalQFSciRvw","Groundwater elevation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4936",4116,"gWatSCondFinalQFSciRvw","Groundwater specific conductivity quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4937",4117,"gWatTempFinalQFSciRvw","Groundwater temperature quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
